wavelength,r,g,b
5.763577980167273e-07,0.3962111112509229,0.5951441175852146,0.0013037224030388792
5.775265174908612e-07,0.42639824683908667,0.5754795062308018,0.0013038021225494501
5.786952369649952e-07,0.45722991708839533,0.5555738586051949,0.0013037830589242901
5.798639564391293e-07,0.4886785328663589,0.5354748153919935,0.0013037794747073736
5.810326759132632e-07,0.5207164944462995,0.5152300172747974,0.0013037830818515993
5.822013953873972e-07,0.5532403873688054,0.49488710493720095,0.0013037812948831083
5.833701148615312e-07,0.5858893187910829,0.474493719062804,0.0013037808282076806
5.845388343356652e-07,0.618247787277381,0.4540975003352046,0.0013037810164478394
5.857075538097992e-07,0.6499002913919485,0.43374608943800064,0.0013037809371061787
5.868762732839331e-07,0.6804313296990321,0.4134871270547918,0.0013037809653453783
5.880449927580671e-07,0.709425400762886,0.3933682538691724,0.0013037809674414794
5.892137122322012e-07,0.7364670031477569,0.37343711056474244,0.0013037809638291032
5.903824317063352e-07,0.7611406354178933,0.35374133782509976,0.0013037809653223115
5.915511511804692e-07,0.7830307961375447,0.3343285763338423,0.0013037809647858882
5.927198706546031e-07,0.8017219838709582,0.3152464667745698,0.0013037809647413357
5.938885901287371e-07,0.8169826335273552,0.2965426498308768,0.001303780964851254
5.950573096028711e-07,0.8294983889955112,0.278264766186363,0.0013037809648129626
5.96226029077005e-07,0.8402402242700369,0.2604604565246279,0.0013037809647862685
5.97394748551139e-07,0.8501786385940943,0.24317736152926633,0.0013037809647971268
5.98563468025273e-07,0.8595461123443118,0.22646312188387785,0.001303780964798509
5.997321874994071e-07,0.8667979695958926,0.2103653843552908,0.0013037809647970908
6.009009069735411e-07,0.8719611518698844,0.19493226603642053,0.0013037809647979332
6.02069626447675e-07,0.8767131579199028,0.18021268106584287,0.0013037809647981483
6.03238345921809e-07,0.8809909700297679,0.16625562076437184,0.001303780964797904
6.04407065395943e-07,0.8844131764503309,0.1531100764528255,0.001303780964797862
6.05575784870077e-07,0.8878802533894387,0.14082503945202043,0.0013037809647979191
6.06744504344211e-07,0.8901349018536308,0.12944689004421742,0.001303780964797915
6.079132238183449e-07,0.8909345796725245,0.11860317166881502,0.0013037809647979065
6.09081943292479e-07,0.8921127259372547,0.1070537034696443,0.0013037809647979098
6.10250662766613e-07,0.8925562619816539,0.0951839214085133,0.0013037809647979094
6.114193822407469e-07,0.8914066782599515,0.08613934334193073,0.001303780964797912
6.125881017148809e-07,0.8914081328711302,0.07661951487047038,0.0013037809647979096
6.137568211890149e-07,0.889023249897444,0.06650866061087055,0.0013037809647979074
6.149255406631489e-07,0.8867105789808652,0.06024610220483575,0.0013037809647979347
6.160942601372829e-07,0.8834580549997468,0.055444489772118494,0.0013037809647977404
6.172629796114168e-07,0.8797831422862931,0.05129718577315966,0.0013037809647983795
6.184316990855508e-07,0.8764672061441319,0.047805793266038794,0.0013037809647973954
6.196004185596849e-07,0.8723390945615246,0.04434289618708443,0.0013037809647936346
6.207691380338189e-07,0.8678343138063693,0.040634354170982274,0.001303780964800171
6.219378575079529e-07,0.8644664969469952,0.038078097061350374,0.0013037809648086944
6.231065769820868e-07,0.8609198165604299,0.03624656743341283,0.0013037809647613956
6.242752964562208e-07,0.8574044885959538,0.03378284198250357,0.0013037809647476197
6.254440159303548e-07,0.8538298633950324,0.031483102997506396,0.0013037809649195902
6.266127354044887e-07,0.8508248940616713,0.030290135645009358,0.0013037809646069315
6.277814548786227e-07,0.8477177145371868,0.029233160834908057,0.0013037809651790875
6.289501743527567e-07,0.8440199146363078,0.027333452946135806,0.0013037809644043988
6.301188938268908e-07,0.8402846331131735,0.02569895236589069,0.0013037809563906635
6.312876133010248e-07,0.8369431062387445,0.0248507036861437,0.001303780982963338
6.324563327751587e-07,0.8327937500574949,0.02367366196615,0.0013037809124993884
6.336250522492927e-07,0.8284618023228095,0.022372307210785515,0.0013037811022920418
6.347937717234267e-07,0.8256978610778819,0.022351618595278063,0.001303780664530229
6.359624911975607e-07,0.8213976962991595,0.02141670068221389,0.0013037779907366903
6.371312106716947e-07,0.8179888915058958,0.020938262912385156,0.0013037790402455757
6.382999301458286e-07,0.8161888392516456,0.02050624926667827,0.0013037868953785323
6.394686496199626e-07,0.8124462716326144,0.019454195361006794,0.0013037689751115849
6.406373690940967e-07,0.8082837142248056,0.019619070422811823,0.001303811655238553
6.418060885682306e-07,0.8039603686853803,0.019637897935688705,0.0013037146061852267
6.429748080423647e-07,0.7987230013396697,0.019621441375084692,0.0013036089572643296
6.441435275164986e-07,0.7945804447490696,0.01962917080005038,0.0013049034570550946
6.453122469906326e-07,0.7908474346249357,0.019626026194513504,0.0013009005785127137
6.464809664647666e-07,0.785895298042844,0.019627094820610584,0.0013122969774204533
6.476496859389005e-07,0.7810145353429686,0.019627038546096227,0.0012810627621102249
6.488184054130345e-07,0.7766067272783297,0.019627007719535995,0.0013531195692227632
6.499871248871686e-07,0.7721626631574132,0.019625945954226374,0.001242891392377256
6.511558443613025e-07,0.7672573872923193,0.01963284450398732,1.5102464727476247e-05
6.523245638354366e-07,0.7624827145072633,0.01958411775103274,0.0008779907043294046
6.534932833095705e-07,0.7578329782797781,0.019565074042211236,0.0014304458359908222
6.546620027837045e-07,0.7530676688074007,0.019736764856342418,0.0012619076525389207
6.558307222578385e-07,0.7485743787223601,0.01967771924687311,0.0013275676749975995
6.569994417319724e-07,0.7444480939138989,0.018727433975673953,0.0013358680541015859
6.581681612061065e-07,0.7398281333040896,0.018073323411488162,0.001310124217707912
6.593368806802404e-07,0.7352190102427617,0.018815346954260802,0.001295015311232968
6.605056001543745e-07,0.7298989155956512,0.0197654768244712,0.001297452008517422
6.616743196285085e-07,0.7227681566111835,0.019574519814712237,0.0013041056093911244
6.628430391026424e-07,0.7175029981197544,0.01950709990838505,0.0013052826506145376
6.640117585767764e-07,0.7125218253004416,0.020015114439691492,0.001303684102879314
6.651804780509104e-07,0.7063128003147114,0.020983390014426718,0.001303220587155081
6.663491975250443e-07,0.7003078293833991,0.021998568218799593,0.001303629283696365
6.675179169991784e-07,0.6952575894493536,0.022755163420664297,0.0013038737137741176
6.686866364733123e-07,0.6901956263851428,0.02373478871598586,0.0013037927356668942
6.698553559474463e-07,0.6840259615279715,0.025539244851769463,0.001303774979460445
6.710240754215804e-07,0.6772386727129814,0.027732416812001476,0.0013037846390969072
6.721927948957143e-07,0.6709564876589542,0.029910963616971386,0.0013037800712264098
6.733615143698484e-07,0.665222939691889,0.03236530479301399,0.0013037811881795348
6.745302338439823e-07,0.6592844028642979,0.03533989943409308,0.0013037809169675453
6.756989533181163e-07,0.6533757562029822,0.037933852592902,0.0013037809725855078
6.768676727922503e-07,0.648633891889038,0.040437226683635565,0.0013037809823332924
6.780363922663842e-07,0.6431998939391269,0.04374660637551941,0.0013037809566440234
6.792051117405182e-07,0.63716356019895,0.04711029492745345,0.001303780968650586
6.803738312146523e-07,0.6313666502626747,0.049957195536328436,0.0013037809703119962
6.815425506887862e-07,0.6254659485961603,0.05238379384763086,0.001303780912129032
6.827112701629203e-07,0.6195012321067878,0.055229363723787686,0.001303780982456255
6.838799896370542e-07,0.6144402055683235,0.05867125912774142,0.0013037809796591956
6.850487091111882e-07,0.6093751465583417,0.06185031304600024,0.0013037807238387017
6.862174285853222e-07,0.6031053569697654,0.06429216191501816,0.0013037839867733822
6.873861480594561e-07,0.5959579714720499,0.06695563713358565,0.0013037823085548868
6.885548675335902e-07,0.5890311172454794,0.07072487845732234,0.0013037754272423009
6.897235870077241e-07,0.5831396309526097,0.07464846986789318,0.0013038110390707067
6.908923064818582e-07,0.576545112589418,0.07821051994695596,0.0013037073133393387
6.920610259559922e-07,0.5693952117286532,0.0817184714515481,0.0013038320469094962
6.932297454301261e-07,0.5628413693496158,0.08513392813440163,0.0013038141681162112
6.943984649042601e-07,0.5569162563704695,0.08744637451459211,0.0013030973077049167
6.955671843783941e-07,0.5512678915212582,0.08846646142685742,0.001307634983186676
6.96735903852528e-07,0.5446994619345615,0.08967151099217878,0.0012870326378148045
6.979046233266621e-07,0.5378068971467984,0.09087312013215292,0.0013674003498466937
6.99073342800796e-07,0.533479065337383,0.09113566118822919,0.000935333537466789
